Vombatus ursinus	bare-nosed_wombat_genome_assembly
Vulpes vulpes	VulVul2.2
Wasmannia auropunctata	wasmannia.A_1.0
Xenopus laevis	Xenopus_laevis_v2
Xenopus tropicalis	UCB_Xtro_10.0
Xiphias gladius	ASM1685928v1
Xiphophorus couchianus	X_couchianus-1.0
Xiphophorus hellerii	Xiphophorus_hellerii-4.1
Xiphophorus maculatus	X_maculatus-5.0-male
Zalophus californianus	mZalCal1.pri.v2
Zerene cesonia	Zerene_cesonia_1.1
Zeugodacus cucurbitae	ASM80634v1
Zonotrichia albicollis	Zonotrichia_albicollis-1.0.1
Zootermopsis nevadensis	ZooNev1.0
Zootoca vivipara	UG_Zviv_1
